TransactionID,AccountID,MerchantID,CategoryID,PaymentMethodID,TransactionDate,Amount,TransactionType,Status,IsFraud
1133,228,39,3,2,2025-10-22 22:00:18,321.0,Debit,Success,0
1134,868,15,1,4,2024-06-13 00:25:53,22389.16,Debit,Success,0
1135,322,128,2,3,2025-12-27 07:27:59,7790.35,Debit,Failed,0
1136,449,113,4,4,2024-08-04 12:39:03,1326.62,Debit,Success,0
1137,1337,48,5,4,2025-12-10 14:30:20,24955.81,Debit,Success,0
1138,160,115,1,3,2024-07-18 08:06:06,24326.01,Debit,Success,0
1139,1223,61,6,1,2025-07-08 03:04:13,4587.82,Debit,Success,0
1140,1168,11,1,5,2024-02-03 07:17:05,2272.54,Debit,Success,0
1141,579,10,1,4,2024-04-05 09:00:22,20258.54,Debit,Success,0
1142,679,136,2,4,2024-05-12 22:43:06,7192.79,Debit,Success,0
1143,977,105,4,5,2024-01-25 18:50:24,4409.66,Credit,Success,0
1144,475,102,6,2,2024-03-21 20:05:45,4883.36,Debit,Success,0
1145,1335,51,5,5,2025-05-28 16:46:38,27962.63,Debit,Success,0
1146,82,138,3,4,2025-01-03 19:54:27,831.47,Debit,Success,0
1147,31,31,3,2,2025-08-03 20:31:06,2334.0,Debit,Success,0
1148,643,148,4,2,2024-03-30 15:06:29,4703.25,Debit,Success,0
1149,944,18,2,3,2024-04-01 02:11:45,7891.92,Debit,Success,0
1150,82,70,8,3,2024-05-23 03:36:31,6914.33,Debit,Success,0
1151,1280,109,5,3,2024-05-12 14:23:32,11711.55,Debit,Success,0
1152,117,67,7,2,2025-11-29 01:39:41,17643.76,Debit,Success,0
1153,150,29,3,2,2025-01-19 05:36:25,1256.44,Debit,Success,0
1154,953,109,5,1,2025-10-19 17:57:52,3306.02,Debit,Success,0
1155,133,115,1,3,2025-03-19 06:25:21,14025.73,Debit,Success,0
1156,1117,110,12,2,2024-04-27 08:29:02,9490.48,Debit,Success,0
1157,741,29,3,4,2025-09-07 12:03:59,2938.9,Debit,Success,0
1158,1302,41,4,2,2025-12-01 13:17:16,876.16,Debit,Success,0
1159,1075,3,1,2,2025-12-30 14:55:26,26950.95,Debit,Success,0
1160,337,129,11,2,2025-03-14 10:48:19,7310.89,Debit,Success,0
1161,1420,129,11,5,2024-06-13 22:27:22,8088.19,Credit,Success,0
1162,1263,42,4,2,2024-03-20 23:42:37,1956.8,Debit,Success,0
1163,940,52,5,2,2024-11-20 00:09:57,15383.81,Debit,Success,0
1164,923,125,8,2,2024-09-26 16:46:00,5184.06,Debit,Success,0
1165,341,65,7,5,2024-07-11 13:44:34,9750.14,Debit,Success,0
1166,746,125,8,1,2025-08-13 00:23:52,2624.97,Debit,Success,0
1167,841,24,2,3,2025-05-26 20:29:26,2947.25,Debit,Success,0
1168,765,24,2,2,2024-04-26 05:29:27,4511.48,Debit,Success,0
1169,1299,55,6,3,2025-11-06 22:43:27,4272.14,Debit,Success,0
1170,34,57,6,5,2024-03-30 03:05:41,5608.48,Debit,Success,0
1171,1031,31,3,5,2025-07-11 03:40:28,2446.73,Debit,Success,0
1172,401,117,11,4,2025-04-10 17:24:07,19035.75,Debit,Success,0
1173,811,52,5,1,2025-10-22 22:50:47,28236.81,Debit,Success,0
1174,850,99,12,2,2025-11-05 08:19:53,141.16,Debit,Success,0
1175,1229,55,6,3,2025-01-18 16:52:47,2143.52,Debit,Pending,0
1176,806,132,6,1,2025-02-04 06:39:41,4847.72,Debit,Success,0
1177,1060,114,8,2,2024-06-26 12:57:20,3667.99,Debit,Success,0
1178,1285,114,8,3,2025-10-08 18:50:25,6747.5,Debit,Success,0
1179,1216,50,5,2,2024-01-27 13:00:40,1612.3,Debit,Success,0
1180,268,134,5,4,2025-01-26 00:47:46,19326.32,Debit,Success,0
1181,503,85,11,4,2024-08-15 09:12:34,15522.64,Debit,Success,0
1182,212,120,5,1,2025-10-04 00:40:37,14206.53,Debit,Success,0
1183,741,100,8,2,2024-07-03 02:04:31,3309.16,Debit,Success,0
1184,860,137,2,4,2025-10-02 02:13:43,7139.77,Debit,Success,0
1185,1351,62,6,5,2024-11-01 00:57:11,3861.04,Debit,Success,0
1186,1120,26,2,1,2024-12-21 15:39:38,1435.43,Debit,Success,0
1187,1049,105,4,2,2024-01-31 17:01:33,1473.38,Debit,Success,0
1188,1417,94,11,2,2024-05-21 07:05:46,5718.02,Debit,Success,0
1189,1016,109,5,4,2025-07-18 20:18:29,15769.57,Debit,Success,0
1190,211,10,1,5,2025-12-04 22:17:25,31829.55,Debit,Success,0
1191,868,132,6,5,2025-05-14 13:56:28,4533.06,Debit,Success,0
1192,766,118,2,1,2025-03-15 06:36:22,3705.35,Debit,Success,0
1193,1322,91,12,5,2025-02-23 09:38:52,3587.31,Credit,Success,0
1194,441,27,2,3,2024-07-09 11:15:04,3101.32,Debit,Success,0
1195,954,121,12,5,2024-01-12 22:21:13,7972.87,Debit,Success,0
1196,211,49,5,5,2025-09-08 06:33:13,8919.02,Debit,Success,0
1197,864,44,4,4,2024-03-17 18:57:41,1930.02,Debit,Success,0
1198,245,21,2,1,2025-05-25 01:17:26,3731.72,Debit,Success,0
1199,1180,140,9,1,2024-01-22 09:01:41,229677.92,Credit,Success,0
1200,1081,32,3,1,2025-02-16 01:57:34,1111.56,Credit,Success,0
1201,650,87,11,3,2025-03-01 23:19:17,8306.71,Debit,Success,0
1202,1011,75,8,1,2025-02-06 09:44:29,6791.68,Debit,Success,0
1203,1409,97,11,4,2024-01-11 04:06:20,4913.65,Debit,Success,0
1204,108,65,7,3,2025-07-04 00:59:44,22141.32,Credit,Success,0
1205,778,89,12,3,2024-09-27 10:44:39,7016.78,Debit,Success,0
1206,847,148,4,4,2024-11-22 04:48:37,3507.06,Debit,Success,0
1207,1497,47,5,4,2025-05-16 08:20:49,7394.25,Debit,Success,0
1208,422,149,12,1,2025-07-25 07:42:41,843.93,Debit,Success,0
1209,215,122,9,3,2025-04-24 12:12:31,67992.14,Credit,Success,0
1210,1343,5,1,2,2024-11-16 09:45:29,33988.38,Debit,Success,0
1211,1052,52,5,2,2025-01-29 14:55:39,23576.61,Debit,Success,0
1212,302,126,12,4,2024-11-10 18:41:06,8774.34,Debit,Success,0
1213,1356,109,5,5,2024-07-10 08:01:30,14017.11,Debit,Success,0
1214,1029,125,8,4,2025-03-17 06:09:25,4211.04,Debit,Success,0
1215,866,121,12,2,2025-10-26 12:46:59,3010.66,Debit,Success,0
1216,1396,85,11,1,2025-05-20 16:27:06,13103.72,Debit,Success,0
1217,135,141,9,5,2024-02-06 18:17:15,43237.36,Credit,Success,0
1218,451,73,8,3,2025-02-18 12:25:06,4112.82,Debit,Success,0
1219,7,60,6,1,2025-12-23 19:18:46,1273.46,Debit,Success,0
1220,1396,123,11,1,2025-12-05 07:10:20,3749.59,Debit,Success,0
1221,43,107,11,2,2025-11-13 15:27:21,19500.23,Debit,Success,0
1222,1195,109,5,1,2024-01-10 19:22:30,15058.57,Debit,Success,0
1223,468,117,11,5,2025-08-03 21:18:53,10311.36,Debit,Success,0
1224,719,6,1,5,2024-12-09 14:31:47,10664.91,Debit,Success,0
1225,1061,36,3,5,2024-12-27 09:45:21,1530.41,Debit,Success,0
1226,1351,66,7,2,2024-05-31 13:54:14,9251.26,Credit,Success,0
1227,183,63,7,2,2025-03-17 11:13:47,23055.86,Debit,Success,0
1228,921,74,8,5,2025-10-03 21:34:57,1647.13,Debit,Success,0
1229,391,132,6,1,2025-08-26 13:17:19,3561.2,Debit,Success,0
1230,711,7,1,3,2025-04-10 18:50:50,4852.53,Credit,Success,0
1231,1278,72,8,5,2025-11-28 04:33:18,5415.27,Debit,Success,0
1232,580,70,8,5,2024-01-16 14:02:13,1250.46,Debit,Success,0
1233,718,35,3,3,2024-01-01 01:16:08,2388.0,Debit,Success,0
1234,403,71,8,4,2024-03-29 22:17:09,4806.23,Debit,Success,0
1235,1305,28,3,4,2024-12-29 07:51:43,1354.31,Debit,Success,0
1236,1155,139,8,4,2024-11-05 19:19:11,5527.71,Debit,Success,0
1237,1136,115,1,2,2024-07-23 08:08:26,12391.96,Debit,Success,0
1238,895,95,6,1,2025-07-12 05:24:50,1003.94,Debit,Success,0
1239,876,37,3,4,2025-12-30 11:29:22,1348.44,Debit,Success,0
1240,1260,144,9,3,2025-03-07 02:48:08,200925.38,Credit,Success,0
1241,601,119,10,1,2025-09-27 17:57:36,75655.85,Debit,Success,1
1242,174,71,8,1,2025-06-14 14:53:03,2380.35,Debit,Success,0
1243,679,3,1,1,2024-10-24 18:30:44,5296.99,Debit,Success,0
1244,1152,16,2,4,2025-12-19 06:33:09,1263.94,Debit,Success,0
1245,14,114,8,4,2025-10-05 09:46:59,5102.21,Debit,Success,0
1246,419,29,3,1,2024-05-03 16:06:15,1500.17,Debit,Success,0
1247,377,60,6,2,2024-05-04 09:25:30,5081.98,Debit,Success,0
1248,300,110,12,1,2025-11-04 19:07:27,1929.6,Debit,Success,0
1249,984,131,9,3,2025-12-17 17:12:30,86573.28,Credit,Success,0
1250,791,90,12,1,2025-01-11 21:17:25,4693.24,Debit,Success,0
1251,1189,40,3,3,2024-05-03 18:24:00,247.14,Debit,Success,0
1252,1481,146,6,4,2024-12-29 04:29:56,1806.04,Debit,Success,0
1253,1447,44,4,5,2025-05-30 06:22:57,2257.81,Debit,Success,0
1254,287,110,12,3,2025-07-30 10:29:45,7871.11,Debit,Success,0
1255,1241,127,3,2,2025-10-22 15:24:30,1791.71,Debit,Success,0
1256,1190,49,5,3,2024-05-12 22:20:37,17867.2,Debit,Success,0
1257,218,79,10,4,2024-06-11 07:06:42,93456.27,Debit,Success,0
1258,357,127,3,4,2024-08-30 03:57:56,2304.07,Debit,Success,0
1259,150,89,12,4,2024-04-27 01:54:47,7657.18,Debit,Success,0
1260,774,121,12,2,2024-11-24 03:44:28,9889.82,Debit,Success,0
1261,413,26,2,2,2025-03-24 21:18:14,3585.69,Debit,Success,0
1262,417,45,4,1,2024-01-25 20:42:06,4145.04,Debit,Success,0
1263,1398,117,11,5,2025-07-13 02:21:11,10175.42,Debit,Success,0
1264,1145,75,8,2,2024-12-26 11:39:57,6472.29,Debit,Success,0
1265,1060,124,5,3,2025-08-05 02:08:50,3746.66,Debit,Success,0
1266,515,148,4,4,2024-01-24 07:52:18,3664.73,Debit,Success,0
1267,1061,131,9,5,2024-03-17 17:36:15,135010.81,Credit,Success,0
1268,539,43,4,1,2025-12-15 03:37:30,645.24,Debit,Success,0
1269,676,113,4,1,2024-03-01 04:13:35,1560.28,Debit,Success,0
1270,853,37,3,5,2025-12-20 01:22:04,2256.97,Debit,Success,0
1271,214,139,8,1,2024-05-12 08:46:02,4123.79,Debit,Success,0
1272,54,105,4,2,2024-08-21 00:59:03,2903.84,Debit,Success,0
1273,773,26,2,2,2025-07-19 15:03:24,3551.81,Debit,Success,0
1274,703,126,12,4,2025-09-22 11:22:12,9188.88,Debit,Success,0
1275,1099,96,11,5,2025-02-26 23:48:56,1392.7,Debit,Success,0
1276,899,46,4,2,2024-02-28 02:03:08,1771.68,Debit,Success,0
1277,981,45,4,1,2024-10-26 04:38:25,3454.66,Debit,Success,0
1278,452,58,6,4,2025-12-23 23:52:22,4336.18,Debit,Success,0
1279,548,134,5,3,2025-10-31 07:33:57,21174.93,Debit,Success,0
1280,161,135,4,2,2025-12-23 19:31:17,4604.22,Debit,Success,0
1281,1485,31,3,2,2025-07-20 06:07:23,252.22,Debit,Success,0
1282,70,62,6,3,2024-04-26 00:31:53,1812.21,Debit,Success,0
1283,39,87,11,4,2024-10-12 19:24:31,8000.93,Credit,Success,0
1284,625,15,1,1,2025-03-17 17:03:42,21891.19,Debit,Success,0
1285,1211,94,11,2,2024-12-10 08:51:48,15266.42,Debit,Success,0
1286,117,108,11,1,2025-03-13 23:59:47,11289.24,Debit,Success,0
1287,1473,19,2,5,2025-07-01 14:27:36,6198.3,Debit,Failed,0
1288,575,120,5,3,2024-08-31 04:58:00,3297.68,Debit,Success,0
1289,741,119,10,3,2025-02-08 01:39:17,66093.38,Debit,Success,0
1290,658,119,10,3,2024-05-07 09:36:42,84835.47,Debit,Success,1
1291,1140,38,3,2,2024-02-07 11:30:40,1314.54,Debit,Success,0
1292,369,129,11,3,2025-07-18 10:04:28,15436.55,Debit,Success,0
1293,1266,62,6,1,2025-10-07 05:09:55,1549.5,Debit,Success,0
1294,1134,15,1,2,2025-03-26 18:20:02,2902.11,Debit,Success,0
1295,92,71,8,5,2025-11-25 11:34:45,2107.17,Debit,Success,0
1296,1169,119,10,3,2024-03-20 07:13:20,82999.22,Debit,Success,0
1297,1244,73,8,3,2024-10-16 04:01:20,2879.39,Debit,Success,0
1298,755,31,3,1,2024-10-28 19:01:10,978.99,Debit,Success,0
1299,1041,7,1,5,2024-08-04 10:32:45,28657.19,Debit,Success,0
1300,1330,147,9,1,2025-11-03 23:09:24,239691.25,Credit,Success,0
1301,1123,65,7,4,2025-08-01 16:36:40,13704.7,Debit,Success,0
1302,1066,103,1,4,2025-09-13 15:42:33,13019.1,Debit,Success,0
1303,742,77,9,2,2024-12-02 07:51:49,124838.87,Credit,Success,0
1304,840,138,3,3,2024-09-03 14:46:56,377.12,Debit,Success,0
1305,858,1,1,2,2025-05-10 19:14:28,22989.02,Debit,Success,0
1306,283,1,1,5,2025-02-21 21:37:42,10781.02,Debit,Success,0
1307,1013,140,9,2,2025-03-07 16:09:36,226970.67,Credit,Success,0
1308,1136,15,1,4,2024-05-03 13:16:48,29842.73,Debit,Success,0
1309,1055,38,3,5,2025-12-07 05:04:08,2768.08,Debit,Success,0
1310,244,67,7,3,2025-07-24 07:45:18,22486.94,Debit,Success,0
1311,727,87,11,4,2024-02-16 02:47:58,18258.15,Debit,Success,0
1312,376,106,12,5,2025-05-03 22:08:46,9171.78,Debit,Success,0
1313,1330,28,3,4,2025-08-30 18:23:43,1231.22,Debit,Success,0
1314,699,140,9,1,2024-04-09 07:19:31,149750.21,Credit,Success,0
1315,653,137,2,2,2025-03-12 09:20:24,7637.41,Credit,Success,0
1316,1178,128,2,5,2024-08-03 13:33:17,2652.07,Debit,Success,0
1317,347,27,2,3,2025-05-13 14:14:56,7525.8,Debit,Success,0
1318,197,55,6,2,2024-08-25 21:17:09,3402.55,Debit,Success,0
1319,400,72,8,1,2024-02-10 17:34:51,4060.42,Debit,Success,0
1320,1067,86,11,2,2025-08-07 13:46:28,16705.24,Debit,Success,0
1321,1011,74,8,3,2024-05-02 14:56:27,968.85,Debit,Success,0
1322,456,116,3,1,2024-12-28 02:47:50,1082.28,Debit,Success,0
1323,1448,130,6,3,2025-06-09 21:49:04,5375.18,Credit,Success,0
1324,1144,104,7,1,2025-06-17 10:12:53,23754.97,Debit,Success,0
1325,963,44,4,2,2024-08-13 21:12:16,2680.28,Debit,Success,0
1326,1482,61,6,2,2025-10-12 02:33:54,218.55,Debit,Success,0
1327,539,44,4,5,2024-07-01 01:26:44,2211.31,Debit,Success,0
1328,475,77,9,3,2025-11-03 05:56:19,173634.43,Credit,Success,0
1329,606,121,12,1,2025-09-04 11:34:30,2267.41,Debit,Success,0
1330,1357,87,11,4,2025-03-05 14:20:15,2758.47,Debit,Success,0
1331,991,95,6,4,2025-12-14 12:45:08,3686.14,Debit,Success,0
1332,662,80,10,3,2024-08-08 13:03:35,67661.41,Debit,Success,0
1333,1492,125,8,2,2024-09-23 01:17:31,2916.78,Debit,Success,0
1334,1281,22,2,1,2025-08-09 05:34:13,7593.45,Debit,Success,0
1335,777,109,5,1,2024-01-21 23:01:51,23588.66,Debit,Success,0
1336,432,77,9,3,2024-03-05 20:03:33,143158.71,Credit,Failed,0
1337,331,124,5,3,2025-02-09 22:14:18,10479.86,Debit,Success,0
1338,210,48,5,5,2024-02-06 00:48:33,12419.77,Debit,Success,0
1339,507,6,1,1,2024-08-23 20:49:44,11262.1,Debit,Success,0
1340,174,34,3,1,2024-05-14 23:56:17,360.59,Debit,Success,0
1341,1239,51,5,2,2024-01-16 23:53:34,3590.25,Debit,Success,0
1342,48,75,8,3,2024-11-15 10:27:32,2410.18,Debit,Success,0
1343,191,34,3,2,2025-04-27 12:18:27,2905.63,Debit,Success,0
1344,36,141,9,4,2025-06-30 16:15:24,187338.21,Credit,Success,0
1345,51,28,3,4,2024-04-20 14:14:36,2347.94,Debit,Success,0
1346,1291,103,1,1,2024-11-14 10:09:51,4267.87,Debit,Success,0
1347,1263,148,4,4,2024-09-12 02:09:25,2855.33,Debit,Success,0
1348,692,93,12,2,2025-05-20 08:26:19,461.45,Debit,Success,0
1349,1152,108,11,4,2024-10-01 22:13:48,11138.98,Debit,Success,0
1350,167,94,11,1,2025-12-26 15:32:35,8801.19,Debit,Success,0
1351,405,93,12,4,2025-06-16 23:07:10,8710.52,Debit,Success,0
1352,1121,73,8,4,2025-10-03 16:31:08,3375.42,Debit,Success,0
1353,1260,78,10,3,2025-11-23 08:33:20,56599.13,Debit,Success,0
1354,1239,29,3,3,2025-09-20 22:23:33,1495.51,Debit,Success,0
1355,971,62,6,1,2024-05-18 05:33:45,2042.59,Debit,Success,0
1356,409,18,2,1,2024-01-06 09:44:12,4394.31,Debit,Success,0
1357,1146,135,4,2,2024-06-09 02:22:40,2052.31,Credit,Success,0
1358,753,131,9,5,2025-03-12 18:46:19,196407.43,Credit,Success,0
1359,1214,120,5,2,2025-10-18 21:12:04,3806.91,Debit,Success,0
1360,785,70,8,3,2024-05-09 16:37:41,4732.55,Debit,Success,0
1361,429,147,9,2,2025-09-22 21:58:30,20614.28,Credit,Success,0
1362,974,40,3,1,2025-09-21 04:09:10,1071.51,Debit,Success,0
1363,670,124,5,3,2025-03-26 13:42:30,15410.95,Debit,Success,0
1364,639,25,2,5,2025-01-29 22:30:22,2672.38,Debit,Success,0
1365,1457,17,2,2,2024-06-19 20:53:17,6751.03,Debit,Success,0
1366,892,28,3,3,2025-12-02 03:35:57,657.34,Debit,Success,0
1367,1264,65,7,5,2024-12-20 23:27:13,21969.22,Debit,Success,0
1368,1078,21,2,2,2024-01-11 06:28:23,243.79,Debit,Success,0
1369,1243,42,4,3,2024-09-16 16:58:00,650.88,Debit,Success,0
1370,1281,102,6,1,2025-12-13 22:16:17,5832.62,Debit,Success,0
1371,356,61,6,4,2025-09-14 20:29:31,4549.63,Debit,Success,0
1372,1461,130,6,2,2025-01-13 00:39:57,4292.71,Debit,Success,0
1373,1456,75,8,1,2024-05-02 01:28:40,2719.62,Debit,Success,0
1374,682,21,2,3,2025-11-01 19:47:01,7202.34,Debit,Failed,0
1375,826,134,5,4,2025-01-10 16:00:42,25261.33,Debit,Success,0
1376,172,119,10,2,2025-05-28 04:46:17,44618.19,Debit,Success,0
1377,7,11,1,3,2024-06-26 20:47:53,11313.64,Debit,Success,0
1378,949,89,12,1,2025-12-14 02:36:59,1250.99,Debit,Success,0
1379,347,73,8,1,2025-08-28 20:01:49,1974.95,Debit,Success,0
1380,1316,111,5,2,2024-09-09 09:53:43,22624.33,Debit,Success,0
1381,1158,83,10,3,2024-10-20 05:17:08,41691.29,Debit,Success,0
1382,542,113,4,1,2024-10-29 08:44:28,2704.49,Debit,Success,0
1383,350,71,8,1,2025-04-05 20:43:53,7612.42,Debit,Success,0
1384,1397,105,4,3,2025-12-20 13:22:41,1433.51,Debit,Success,0
1385,432,95,6,3,2024-10-02 02:32:49,1465.88,Debit,Success,0
1386,957,127,3,5,2025-10-08 05:30:08,1070.52,Debit,Success,0
1387,735,63,7,1,2024-11-26 22:06:40,4389.39,Debit,Success,0
1388,957,58,6,5,2024-07-10 11:19:10,1279.73,Credit,Success,0
1389,818,127,3,4,2025-08-12 22:27:46,2527.17,Debit,Success,0
1390,480,121,12,5,2025-11-25 12:19:02,1167.77,Debit,Success,0
1391,341,66,7,3,2025-08-30 00:10:32,22221.58,Debit,Success,0
1392,683,61,6,1,2025-08-04 04:08:42,5827.89,Debit,Success,0
1393,2,42,4,2,2025-04-14 12:10:29,1401.83,Debit,Success,0
1394,502,55,6,2,2024-07-27 13:05:46,4171.34,Debit,Success,0
1395,1407,35,3,4,2024-12-18 03:30:35,2141.52,Debit,Success,0
1396,197,48,5,4,2025-12-24 07:48:58,4552.27,Debit,Success,0
1397,870,21,2,5,2024-10-16 21:46:55,3272.03,Debit,Success,0
1398,1247,83,10,2,2025-08-23 00:14:56,76900.47,Debit,Success,0
1399,159,129,11,2,2025-09-17 19:48:25,3192.56,Debit,Success,0
1400,872,11,1,2,2024-12-13 12:41:11,11756.08,Debit,Success,0
1401,1398,57,6,5,2025-03-07 05:10:25,5038.55,Debit,Success,0
1402,26,86,11,2,2024-04-13 20:55:25,6721.0,Debit,Success,0
1403,866,63,7,1,2025-05-12 20:42:25,7922.39,Debit,Success,0
1404,970,121,12,3,2025-04-06 16:23:49,8457.27,Debit,Success,0
1405,1382,86,11,1,2025-03-10 17:48:24,3432.55,Debit,Success,0
1406,1491,71,8,4,2024-07-21 16:52:39,3648.64,Debit,Success,0
1407,1228,53,5,3,2025-04-16 11:03:56,8167.94,Debit,Success,0
1408,731,68,7,4,2025-07-09 08:11:18,929.22,Debit,Success,0
1409,812,109,5,2,2024-12-31 23:02:34,5916.82,Debit,Success,0
1410,708,148,4,4,2025-05-20 13:57:17,3600.46,Debit,Success,0
1411,157,128,2,3,2025-06-20 18:29:02,3107.8,Debit,Failed,0
1412,162,96,11,3,2024-04-13 12:32:46,18585.09,Debit,Success,0
1413,163,30,3,4,2024-09-20 23:41:47,2900.71,Debit,Success,0
1414,500,30,3,1,2025-09-22 16:34:54,1216.57,Debit,Success,0
1415,1376,131,9,1,2025-12-06 05:17:32,159063.19,Credit,Success,0
1416,39,124,5,4,2024-10-06 00:26:13,19990.61,Debit,Success,0
1417,461,39,3,1,2025-10-12 10:06:14,2170.67,Debit,Success,0
1418,1301,144,9,5,2025-09-15 14:37:26,95612.96,Credit,Success,0
1419,710,21,2,4,2024-01-13 10:21:20,1383.87,Debit,Success,0
1420,826,95,6,1,2024-06-23 21:24:16,4032.05,Debit,Success,0
1421,1085,82,10,3,2024-12-19 02:13:47,30751.26,Debit,Success,0
1422,1279,36,3,3,2024-06-08 19:37:10,1759.94,Debit,Success,0
1423,481,140,9,4,2024-10-17 17:47:31,231870.54,Credit,Success,0
1424,433,52,5,1,2024-05-06 03:25:13,17465.75,Debit,Success,0
1425,446,123,11,4,2025-02-14 17:26:22,18058.95,Debit,Success,0
1426,1303,23,2,3,2025-11-11 21:40:48,4117.98,Debit,Success,0
1427,921,85,11,2,2025-04-20 09:52:59,18516.26,Debit,Success,0
1428,1400,11,1,1,2024-12-08 14:41:11,15642.46,Debit,Failed,0
1429,284,61,6,5,2025-10-13 00:39:14,3795.54,Debit,Success,0
1430,341,17,2,5,2024-01-24 10:39:15,5078.86,Debit,Success,0
1431,1048,112,10,2,2025-09-07 20:24:35,85105.75,Debit,Success,0
1432,410,144,9,3,2024-06-28 15:59:45,50509.51,Credit,Success,0
1433,1401,54,5,5,2025-08-14 14:29:15,13754.67,Debit,Success,0
1434,679,20,2,2,2025-10-18 03:51:38,2109.93,Debit,Success,0
1435,1065,40,3,4,2025-11-29 21:26:55,2607.18,Debit,Success,0
1436,1244,29,3,5,2025-07-04 03:45:49,2187.08,Debit,Success,0
1437,745,79,10,4,2025-02-11 23:49:02,71804.15,Debit,Success,0
1438,538,101,11,5,2024-05-07 03:09:54,15194.77,Debit,Success,0
1439,989,66,7,2,2024-12-13 04:58:15,6980.44,Debit,Success,0
1440,533,61,6,3,2025-12-27 15:48:15,1912.69,Debit,Success,0
1441,287,133,2,2,2025-08-04 08:38:02,4269.88,Credit,Success,0
1442,325,84,11,5,2025-12-31 09:19:45,12860.94,Debit,Success,0
1443,599,93,12,4,2025-12-12 04:09:38,2647.33,Debit,Success,0
1444,746,30,3,5,2024-05-31 18:00:16,2274.55,Debit,Success,0
1445,1203,39,3,5,2024-06-23 11:41:09,1045.74,Debit,Success,0
1446,992,14,1,4,2024-06-22 16:30:11,1062.19,Debit,Success,0
1447,1493,45,4,1,2024-08-17 04:17:38,3424.98,Debit,Success,0
1448,1074,52,5,2,2024-01-13 23:54:52,22448.23,Debit,Success,0
1449,1134,129,11,5,2024-12-03 16:04:17,17008.81,Debit,Success,0
1450,502,149,12,3,2025-04-02 18:33:15,7992.97,Debit,Success,0
1451,364,13,1,1,2024-08-21 22:45:29,39185.41,Debit,Success,0
1452,125,94,11,2,2024-03-06 04:33:19,4937.93,Debit,Success,0
1453,1299,54,5,1,2025-07-03 01:20:50,6535.63,Debit,Success,0
1454,998,2,1,3,2025-07-09 18:13:38,22988.51,Debit,Success,0
1455,1301,127,3,5,2025-03-29 20:12:37,2303.3,Debit,Success,0
1456,674,16,2,5,2024-10-04 15:40:11,3969.58,Debit,Success,0
1457,1389,125,8,5,2025-06-28 07:21:17,4173.58,Debit,Success,0
1458,1044,23,2,4,2024-07-05 15:00:20,4067.15,Debit,Success,0
1459,1407,70,8,5,2024-04-06 14:21:40,6633.69,Debit,Success,0
1460,1087,28,3,4,2024-11-10 16:19:20,443.31,Debit,Success,0
1461,812,40,3,2,2024-06-07 10:10:12,2579.22,Debit,Success,0
1462,854,59,6,3,2025-04-30 20:38:50,1526.6,Debit,Success,0
1463,1489,117,11,3,2025-01-14 04:19:21,16670.01,Debit,Success,0
1464,114,120,5,4,2025-03-03 00:48:25,11125.47,Debit,Failed,0
1465,1356,67,7,3,2024-01-20 22:12:13,7722.52,Debit,Success,0
1466,409,57,6,2,2024-11-29 17:35:47,3781.82,Debit,Success,0
1467,1478,111,5,5,2024-06-13 10:46:30,14520.26,Debit,Success,0
1468,574,102,6,5,2025-12-05 22:31:15,3599.46,Debit,Success,0
1469,583,140,9,1,2025-07-04 11:28:59,128523.4,Credit,Success,0
1470,1208,6,1,3,2025-02-27 04:55:09,23176.48,Debit,Success,0
1471,1088,62,6,3,2025-07-13 21:16:35,4199.51,Debit,Success,0
1472,740,103,1,4,2025-12-17 22:47:20,30017.29,Debit,Success,0
1473,1442,71,8,3,2025-01-05 10:12:43,2266.25,Debit,Success,0
1474,997,43,4,1,2025-02-24 13:25:51,4242.54,Debit,Failed,0
1475,670,42,4,5,2025-08-02 13:02:32,2714.04,Debit,Success,0
1476,231,91,12,5,2025-08-01 02:35:49,1666.42,Debit,Success,0
1477,150,48,5,4,2025-04-24 19:41:12,24678.47,Debit,Success,0
1478,373,56,6,5,2024-06-04 20:21:04,2170.9,Debit,Success,0
1479,602,50,5,1,2025-03-18 00:25:36,19011.74,Debit,Success,0
1480,1197,51,5,3,2024-06-03 08:54:14,16345.04,Debit,Success,0
1481,313,42,4,2,2024-12-29 22:55:36,3978.46,Debit,Success,0
1482,1107,53,5,3,2025-09-08 01:49:08,28676.09,Debit,Success,0
1483,869,150,4,3,2024-08-01 06:19:10,1548.4,Debit,Success,0
1484,53,72,8,4,2025-03-26 03:53:24,6980.0,Debit,Success,0
1485,780,147,9,5,2025-03-25 12:12:13,207334.87,Credit,Success,0
1486,334,55,6,2,2025-08-15 23:33:07,898.08,Debit,Success,0
1487,186,42,4,5,2024-11-20 13:12:13,2119.36,Debit,Success,0
1488,820,1,1,1,2024-01-08 12:51:26,14509.9,Debit,Success,0
1489,173,130,6,4,2025-10-29 09:14:44,5280.46,Credit,Failed,0
1490,510,10,1,2,2024-11-27 01:09:54,22800.88,Debit,Success,0
1491,430,37,3,3,2024-02-09 01:38:51,1209.36,Debit,Success,0
1492,1370,148,4,2,2025-06-15 04:47:51,2142.81,Debit,Success,0
1493,765,12,1,3,2024-07-27 09:25:40,25065.59,Credit,Success,0
1494,296,39,3,4,2025-04-26 01:47:55,282.52,Debit,Success,0
1495,457,112,10,1,2024-06-10 03:00:22,42278.35,Debit,Failed,0
